no,cnName,enName,baituTier,enTier,chenTier,jpName,comment_jpwiki_cn,effect,baituDesc,enDesc,chenDesc
C129,二婚配偶,Second Spouse,T2,,,二人目の配偶者,即使把这张卡打出来，也很少有那种需要急着去「想要孩子」的场面。如果除了自己以外的人都已经是五口之家，那就是多余的累赘。,"You can use the ""Urgent Wish for Children"" action space (from round 12-13) even if it is occupied by the first person another player placed.",,,
C130,郊区总监,Outskirts Director,T3,,,郊外指導者,与效果相近的内地管理人相比，因为并不是每回合都想去两个空间，所以显得稍逊一筹。多次启动的话，葦会一下子变得轻松。即使家族不富余，也可以放置2葦。,"Each time you use the ""Grove"" or ""Hollow"" accumulation space, you can place 2 reed from the general supply on the other space. If you do, you can immediately place another person.",,,
C131,私人教师,Private Teacher,T2,,,個人教師,偏强的小麦·职业补助。可发动的时机依赖他人，在职业经常空着的中盘以后会变得稍微难发动。其他玩家打出在职业格以外出职业的牌（如乞讨的学生或教师桌）也会减少发动机会，这也是缺点。小麦0、已打出烤面包棒的状态下即使启动私人教师，也烤不了小麦（先烤面包）。,"Each time you use the ""Grain Seeds"" action space when any ""Lessons"" action space is occupied, you can also play an occupation for an occupation cost of 1 food.",,,
C132,木瓦制造商,Timber Shingle Maker,T3,,,こけら葺き職人,5木能变成5分，是很优秀的得分效率。话虽如此，需要在改建前先把这张卡打出，并准备好木材，所以前期准备会很忙。如果拉不出足够的栅栏就本末倒置了，因此有木材补助的话会很开心。,"When you renovate to stone, you can place up to 1 wood from your supply in each of your rooms. During scoring, each such wood is worth 1 bonus point.",,,
C133,士兵,Soldier,T3,,,兵士,得分效率还算可以。如果有横切的木材就会非常强力。,"During scoring, you get 1 bonus point for each stone-wood pair in your supply. You cannot score additional points for the resources scored with this card.",,,
C134,牧牛贵族,Cow Prince,T1,,,牛の王子,有牛的地块每格1分。拉一圈较大的栅栏，在第4阶段去“家畜市场”或“牛1”两次，建立繁殖体制吧。栅栏外的厩舍或房子里饲养的牛也算分。用调教师时也按每一栋计数。,"During scoring, you get 1 bonus point for each space in your farmyard (including rooms) holding at least 1 cattle.",,,
C136,大牧场看守,Ranch Provost,T2,,,牧場長,参考一个牧场内可饲养数量。,"If there are still 3/6/9 complete rounds left to play, you immediately get 2/3/4 wood. During scoring, each player with a pasture of highest capacity gets 3 bonus points.",,,
C138,动物喂养员,Animal Feeder,T3,,,家畜餌やり,单独使用的话有点火力不足。想把它加入日雇组合技里。,"On the ""Day Laborer"" action space, you also get your choice of 1 sheep or 1 grain. Instead of that good, you can buy 1 wild boar for 1 food or 1 cattle for 2 food.",,,
C139,边筐工妻子,Basketmaker's Wife,T2,,,籠造りの妻,芦苇较轻的场地里会大显身手。别名森林评论家的妻子,"When you play this card, you immediately get 1 reed and 1 food. At any time, you can turn 1 reed into 2 food.",,,
C140,包装艺术家,Packaging Artist,T3,,,包装の達人,效果虽然有限，但打出时能获得1小麦，因此至少能发挥最低限的作用。,"When you play this card, you immediately get 1 grain. Each time you get a ""Minor Improvement"" action, you can take a ""Bake Bread"" action instead.",,,
C141,羊只供应商,Sheep Provider,T2,,,羊の世話人,如果只有1名玩家拥有灶台厨房，发动机会就会减少。自己拿灶台厨房也是一种选择。有爱动物者或牧畜追赶者的话会更容易起动。终盘即使是2羊也经常会被拿走，所以更容易起动。,"Each time any player (including you) uses the ""Sheep Market"" accumulation space, you get 1 grain.",,,
C143,石头采购商,Stone Buyer,T3,D,,石買い付け人,加上职业成本的话，可以用1步花4饭获得3石。稍微有点重。,"When you play this card, you can immediately buy exactly 2 stone for 1 food. From the next round on, one per round, you can buy 1 stone for 2 food.",,"Stone Buyer This is the most tempting resource buyer to play, simply because stone is the
most valuable resource in the game. Still, in order for him to be worth it,
you're going to need a good early source of food to take advantage of the
people using the RSF spot. You're also going to need a way to use that stone in
the early game. Usually, he doesn't seem worth it.",
C145,森林审查员,Forest Reviewer,T1,,,森林評論家,可以大量获得芦苇。如果有空的2木“小森林”，就自己去，占点以争取早期增筑的动き很优秀。,"Each time after any player (including you) uses the unoccupied ""Grove"" or ""Forest"" accumulation space while the other of the two is occupied, you get 1 reed.",,,
C146,工坊助理,Workshop Assistant,T2,,,工房の助手,,"Place a unique pair of different building resources on each of your improvements. Each time another player renovates, you may move one such pair to your supply.",,,
C148,泥坑挖掘工,Mud Wallower,T1,,,泥だらけの入居者,如果和厨房搭配运用，就能成为相当稳固的食物基盘。若能在每个回合各发动一次效果，再加上繁殖分，总计可获得11头野猪。获得时若不把野猪放在这张卡上，收容量就不会增加，需要特别注意。,"Each time you use an accumulation space, place 1 clay from the general supply on this card. You must immediately exchange 4 clay on this card for 1 wild boar, held by this card.",,,
C150,鹦鹉饲养员,Parrot Breeder,T2,,,オウムブリーダー,为了打出这张卡，甚至要花1次行动和1小麦也要去做的行动似乎不多。能发挥效果的时机也不稳定，很难用。,"On your turn, if you pay 1 grain to the general supply, you can use the same action space that the player to your right has just used on their turn.",,,
C151,播种总监,Sowing Director,T3,,,種まきの指導者,终盘输2次就有足够的效果。有耕耘机等农田辅助的话更容易发挥。,"Each time after another player uses the ""Grain Utilization"" action space, you get a ""Sow"" action.",,,
C154,双胞胎研究员,Twin Researcher,T3,,,双子の研究者,分数的转换效率不差，但很难稳定触发。可以用木、砖、石、食物来触发。既然出了就想至少触发4次以上。用伐木工多次进入2木或3木大概是最好的用法。,"Each time you use one of the two accumulation spaces for the same type of good containing exactly the same number of goods, you can also buy 1 bonus point for 1 food.",,,
C155,食品分配员,Food Distributor,T2,,,食料供給人,行动空间卡是指在1R～14R翻开的卡。若在中盘以后，通常经常能出到8饭左右。也能拿到小麦，所以很多情况下都是出它稳赚。,"When you play this card, you immediately get 1 grain and, at the start of this returning home phase, an amount of food equal to the number of occupied action space cards.",,,
C156,牛蹄护理工,Hoof Caregiver,T3,,,削蹄師,大致是2小麦2饭的效果。能和投绳连动。在牛被占走的状态下拿SP并打出这张卡的话，下回合可以去2牛。,"Immediately add 1 cattle from the general supply to the ""Cattle Market"" accumulation space. Afterward, you get 1 grain plus 1 food for each cattle on ""Cattle Market"".",,,
C157,原料分析师,Resource Analyzer,T4,,,資源分析者,发动条件不太稳定，得到的却只有食料。,"Before the start of each round, if you have more building resources than all other players of at least two types, you get 1 food.",,,
C158,森林宣传员,Forest Campaigner,T3,,,森林活動家,如果没有像「森の宿屋」或「森林所有者」这类木补助，或者像「森林保護者」这类放置木头的卡牌，发动机会就会相当少。,"Each time before you place a person, if there are at least 8 wood total on accumulation spaces, you get 1 food.",,,
C159,渔夫之友,Fisherman's Friend,T2,,,漁師の友人,有“捕鱼连招”的玩家在场的话就更容易发挥。顺利的话每回合都能获得大量的饭。不过相当依赖别人，有点不稳定。注意发动时机是在回合开始时。,"At the start of each round, if there is more food on the ""Traveling Players"" than on the ""Fishing"" accumulation space, you get the difference from the general supply.",,,
C160,先驱者,Outrider,T4,C,,先行騎手,相当不稳定。刚出来就去拿石1或猪1的走法有点微妙。因为在行动前能拿到小麦，所以能用“畑種”播下小麦很开心。,"Each time before you use the action space on the most recently revealed action space card (after it has been placed on the round space), you get 1 grain.",,"Outrider In my opinion this is one of the coolest occupations in the deck, even if he's
nowhere near the most powerful. If you're planning on baking, you can use him
to give you nice bonuses with the grain that you were otherwise going to spend
an action on. Later, when you (hopefully) are taking Family Growth, Family
Growth Without Room and Plow and/or Sow as they come out, you'll get an
additional bonus. At the end of the game, if you've gotten 3 grain out of him, he was probably
worth the action.",
C161,土豆挖掘工,Potato Digger,T3,,,じゃがいも掘り,耕运锄等强力的田地辅助配合一起使用吧。要是有施纳普斯制造者之类能活用收获蔬菜的卡牌，那就无可挑剔了。,"When you play this card, if you have at least 2/4/5 unplanted field tiles, you immediately get 1/2/3 vegetables.",,,
C162,森林主人,Forest Owner,T3,,,森林所有者,整个游戏中可获得的木材会一下子变多。因为优秀的行动格子变多了，回合数多的人更容易占优势。如果自己行动次数少，最好别出。,"This card is an action space for all. If another player uses it, they get 3 wood and must give you 1 wood from the general supply. If you use it, you get 4 wood.",,,
C163,物料派送工,Material Deliveryman,T3,,,素材運び,整体上在食物较轻的场合，渔业或小剧场里更容易攒饭，所以发动机会会增加。有森林保护者的话效果相当显著。,"Each time any player (including you) takes 5/6/7/8+ goods from an accumulation space, you get 1 wood/clay/reed/stone from the general supply.",,,
C164,德国牧草看守者,German Heath Keeper,T2,,,黒羊使い,终盘经常会被1猪也上，所以尤其在终盘触发机会会增加。还算不错的羊辅助,"Each time any player (including you) uses the ""Pig Market"" accumulation space, you get 1 sheep from the general supply.",,,
C168,动物猎人,Animal Catcher,T2,,,動物捕り,即使没有日雇组合，也可以先围上栅栏，终盘再打出，通过拿家畜套装的打法就足够强。有调理场的话，可以把获得的家畜烤了用来抵支付食料的成本。如果没有调理场还想从中盘开始用，食料消耗会相当猛烈，需要注意。,"Each time you use the ""Day Laborer"" action space, instead of 2 food, you can get 3 different animals from the general supply. If you do, you must pay 1 food each harvest left to play.",,,
D001,Z形耙,Zigzag Harrow,T2,,,ジグザグ鍬,只要有一部分是L字型，即使还有其他田地也能发动效果。比如，即使田地已经被耕成2×2格的状态，也可以用这张卡耕田。,"You can immediately plow 1 field such that it completes a ""zigzag"" pattern.",,,
D002,宅地规划,Dwelling Plan,T2,,,住居計画,用于砖房增建、石屋Combo，以及防止改建事故,"You can immediately take a ""Renovation"" action.",,,
D003,犁沟,Furrows,T3,,,あぜの溝,在序盘准备好1田地1小麦后使用这张卡，后半就更容易进行活用小麦的行动。,You can immediately sow in exactly 1 field.,,,
D005,田间黏土,Field Clay,T3,,,畑の粘土,如果是小麦流，可以一口气确保用于扩建或改建的砖块。也可以在终盘打出，用来确保制陶所得分用的砖块。像豆田或田地看护人那样，作为田地的卡也会被计入。,You immediately get 1 clay for each planted field you have.,,,
D006,硅化木,Petrified Wood,T3,,,珪化木,在木头轻而石头重的场中,Immediately exchange up to 3 wood for 1 stone each.,,,
D008,蕨类种子,Fern Seeds,T3,,,シダの胞子,条件很苛刻，但效果很优秀。注意要多去农田。,"You get 2 food and 1 grain, which you must sow immediately.",,,
D011,草场肥料,Lawn Fertilizer,T3,,,芝生用肥料,仅限1格牧场的效果。在7根2格牧场中可以进行2种繁殖。,"Your pastures of size 1 can hold up to 3 animals of the same type. (With a stable, they can hold up to 6 animals of the same type.)",,,
D013,泥铲,Trowel,T2,,,こて,不消耗回合进行改建。防止改建事故+1并减少1手。也可以活用各种改建辅助卡的效果。与熟练改建屋联动。,"At any time, you can renovate your house to stone. From a wooden house, this costs 1 stone, 1 reed, and 1 food per room. From a clay house, this costs 1 stone per room.",,,
D014,碎石锤,Hammer Crusher,T2,,,ハンマー破砕機,,"Immediately before you renovate to stone, you get 2 clay and 1 reed and you can take a ""Build Rooms"" action.",,,
D016,木质乳清桶,Wooden Whey Bucket,T2,,,木製ホエイ桶,一边获取家畜，一边也能争取确保繁殖空间。即使只考虑建厩的得分效率，也有相当不错的效果。就算没有饲养家畜的空间，也能立刻把拿到的家畜养在建好的厩里。,"Each time before you use the ""Sheep Market""/""Cattle Market"" accumulation space, you can build exactly 1 stable for 1 wood/at no cost.",,,
D017,播种耙,Drill Harrow,T3,,,ドリル鍬,只要饭基盘能稳住，这是一张相当强力的田地辅助。可以通过「穀物活用」一边耕田一边播种，或者用「耕作」一次耕两块田。,"Each time before you take an unconditional ""Sow"" action, you can pay 3 food to plow 1 field.",,,
D018,蒸汽动力犁,Steam Plow,T2,,,蒸気鋤,着眼于最终盘面，确保能及时发动。木辅助最好多准备一些。,"Immediately after each returning home phase, you can pay 2 wood and 1 food to use the ""Farmland"" action space without placing a person.",,,
D019,碎土犁,Pulverizer Plow,T1,,,粉砕鋤,农田变成了次要行动，不知为何还会额外白送砖块。即使不是砖块系连招，单卡也足够强力。像制陶所之类的，要先确保拿到的砖块有用武之地。,"Immediately after each time you use a clay accumulation space, you can pay 1 clay to plow 1 field. If you do, place that 1 clay on the accumulation space.",,,
D021,发展人口,Recruitment,T1,,,男児求む,能够增员这一点很强力，但考虑到要打出这张卡或去踩小进步的行动，其实也未必能获得那么大的手收益。自己用这张卡增员的份，也会让其他人更容易增员，这一点也算是小缺点。在打出这张卡的状态下增筑2间房，然后通过增员进步一口气增员2人，这种运用方式看起来通用性很高。,"Provided you have room in your house, each time you get a ""Minor Improvement"" action, you can take a ""Family Growth"" action instead.",,,
D022,工作许可证,Work Permit,T2,,,労働許可証,可以留到将来的一手来用。库存中的人物如果是第5人，就无法再增加第5人了，所以要注意。,"Add 1 to the current round for each building resource you have and place 1 person from your supply on the corresponding round space. In that round, you can use the person.",,,
D023,先驱精神,Pioneering Spirit,T4,,,開拓者の魂,虽然活跃机会有限，但如果无论如何都想进行早期改筑，或想进行蔬菜系的连携时就派上吧。,"This card is an action space for you only. In rounds 3-5, it provides a ""renovation"" action. In rounds 6-8, it provides your choice of 1 vegetable, wild boar, or cattle.",,,
D024,兄弟情深,Brotherly Love,T4,,,兄弟愛,这张卡还不至于为了它去走4人进程，但如果看起来会走4人进程的话就想打出这张卡。有日雇组合或动物爱好者时，能去同一个格子很开心,"As long as you have exactly 4 people, in the work phase of each round, you can place your third and fourth person immediately after one another, even on the same action space.",,,
D025,,Witches' Dance Floor,,,,魔女の踊り場,,"This card is a field that you can sow in, an occupation, and the ""Fireplace"" major improvement with all of its effects. You can play it only via a ""Minor Improvement"" action.",,,
D026,木匠庭院,Carpenter's Yard,T3,,,大工の敷地,成本很重但效果却很有限，不太好发挥。,"You can build the ""Joinery"" and ""Well"" major improvement even when taking a ""Minor Improvement"" action, or you can build both with a single ""Major Improvement"" action.",,,
D027,转职培训,Retraining,T2,,,再教育,大体是1饭1点卡。交换与获得不同，所以工艺指南的效果不会发动。,"At the end of each turn in which you renovate, you can exchange your Joinery for the Pottery or your Pottery for the Basketmaker's Workshop.",,,
D030,工匠街区,Artisan District,T2,,,職人地区,虽然很浪漫，但要刻意拿到3个以上相当困难。建议和建筑设计图或强力的石头辅助搭配运用。也可以作为1石1分卡来用。,"During scoring, you get 2/5/8 bonus points for having 3/4/5 major improvements from the bottom row of the supply board.",,,
D031,存储室,Storeroom,T2,,,貯蔵部屋,相对于成本，原本的VP偏低。3小麦3蔬菜奖励2分，5小麦5蔬菜则为3分,"During scoring, you get 1/2 bonus point for each pair of grain plus vegetable you have (considering all crops in your supply and fields), rounded up.",,,
D032,木质耙子,Wood Rake,T2,,,木のくまで,拥有4~5块田地并且能在最终回合播种的话，大多就能满足条件。1木2分。像豆田或田地看护人那样作为田地的卡牌也要计入。,"During scoring, if you had at least 7 goods in your fields before the final harvest, you get 2 bonus points.",,,
D033,避暑宅院,Summer House,T2,,,避暑地の別荘,在中段笔直建2、3间是基本。举例来说，4间3田2格7根牧场比较稳妥（田和栅栏摆成“コ”字形）。成本偏高，需要在改建前打出，木头用得太多会变得不好行动，所以要注意。因为不用在盘面上花太多功夫，想去收集盘外点数。,"During scoring, if you live in a stone house, you get 2 bonus points for each unused farmyard space orthogonally adjacent to your house. (You still lose the points for these unused spaces.)",,,
D034,奢华旅店,Luxurious Hostel,T3,,,豪華な宿泊所,可瞄准的场面不多，但得分效率是◎,"During scoring, if you then have more stone rooms than people, you get 4 bonus points. You can only use one card to get bonus points for your stone house.",,,
D035,饲料室,Fodder Chamber,T2,,,飼料部屋,虽然成本相当沉重，但效果很强力。尽早建立小麦量产体制和繁殖体制，争取以4点=12只以上为目标。,"During scoring in a game with 1/2/3/4+ players, you get 1 bonus point for every 7th/5th/4th/3rd animal on your farm.",,,
D036,繁殖登记簿,Breed Registry,T2,,,品種登録,不做成吉思汗就有3分。可以抓2只羊来繁殖，也可以在终盘只抓1只。也不需要成本，是一张通用性非常高的奖励分卡。,"During scoring, if you gained at most 2 sheep from sources other than breeding during the game and have not turned any sheep into food, you get 3 bonus points.",,,
D040,污水坑,Cesspit,T1,,,汚水だめ,从起手开始走“职业田地→田地SP污水池不行→砖4厨房”这一流程是基本手顺。有能活用田地的卡的话，就能弥补田地的手亏，变得更强力。,"Alternate placing 1 clay and 1 wild boar on each remaining round space, starting with clay. At the start of these rounds, you get the respective good.",,,
D044,林中水井,Forest Well,T2,,,森の井戸,在增建两间木屋之前，用SP来打会很强力。即使只有5饭左右也足够。,"Place 1 food on each remaining round space, up to the amount of wood in your supply. At the start of these rounds, you get the food.",,,
D046,压纹机,Pellet Press,T3,,,ペレット圧縮機,假设吃掉3个芦苇，那么合计资源砖2+芦苇3为12饭。由于还有职业条件以及获得饭之前的时间差，所以有点不好用。,"Once per round, you can pay 1 reed. If you do, place 1 food on each of the next 4 round spaces. At the start of these rounds, you get the food.",,,
D047,教堂墓地,Churchyard,T3,,,教会墓地,和职业或进步系卡牌成套。有接单生产工匠或教育桌的话就更好了。,"Place 2 food on each remaining round space. At the start of these rounds, you get the food. (*Occupations and Improvements)",,,
D048,市政立绘,Civic Facade,T3,,,市民のはりぼて,出很多进步的话就吃饭。看手牌情况。3间房时打出的话，之后即使增筑效果也会生效。,"Before the start of each round, if you have more occupations than improvements in your hand, you get 1 food.",,,
D051,拱门,Archway,T3,,,アーチ道,在出职业之前必须先出，但打出的人除了胜利点之外没有任何好处，这点很难受。和砍柴联动。,"This card is an action space for all. A player who uses it immediately gets 1 food. Immediately before the returning home phase, they can use an unoccupied action space with the person from this card.",,,
D052,擀面杖,Rolling Pin,T3,,,麺棒,如果勤快地去篱笆的话，就能增加触发机会。在BGA上也要姑且记得可以丢弃任意资源这一点。如果有踩泥土和砖补助的话，中盘以后就能减少进木的机会，从而增加触发机会。,"In the returning home phase of each round, if you have more clay than wood in your supply, you get 1 food.",,,
D053,茶馆,Tea House,T2,,,喫茶店,跳过第二个家族以获得食物的效果有点难以发挥，但如果能作为2分卡使用就足够了。,"Once per round, you can skip placing your second person and get 1 food instead. (You can place the person later that round.)",,,就是二分卡，没啥好说的。比较优质的二分卡的。这个打打出来一定是后期打的，就是前期打出来获取食物的话，第二个往往会年轻人，我觉得损失是有点大的。你在二三期的话，第二个娃，然后就因为每一次开一个食物，其实都就只有一季的一个食物是价值比较高的。从第三集开始，这个食物肯定不值得你的第二个娃娃后一点，他就是当做一张两分传递的。
D054,鳟鱼池,Trout Pool,T3,,,マスの池,如果没人去2饭，就能拿到饭。如果没有渔业combo，发动机会比较多，效果还算不错。回合开始时的处理顺序是先补充饭→再开始劳动阶段，按这个顺序。,"At the start of each work phase, if there are at least 3 food on the ""Fishing"" accumulation space, you get 1 food from the general supply.",,,
D055,新市场,New Market,T3,,,新しい市場,対象行动是猪蔬菜牛石。相较于成本效果偏弱，而且只能从中盘开始发动。能让东西的采石场实现差别化的卡牌。,"Each time you use an action space card on round spaces 8 to 11, you get 1 additional food.",,,
D056,肥畜屠宰架,Fatstock Stretcher,T2,,,屠畜場,虽然仅限于灶台厨房，但这是非常优秀的饭类辅助。即使一次烤制多个，也能按相应数量获得食料。,"Each time you turn a sheep or wild boar into food using a cooking improvement, you get 1 additional food.",,,
D057,批发市场,Wholesale Market,T3,,,卸売市場,由于成本大概相当于3点以上，所以如果不是蔬菜大量出现的盘面，打出来的意义就不大。,"Place 1 food on each remaining round space. At the start of these rounds, you get the food.",,,
D058,撒布机,Gritter,T4,,,種子散布機,大多就算努力也就3～4饭左右，稍微有点不够。只种小麦的情况下，即使原本有蔬菜田也不会发动。,"At the end of each action in which you sow vegetables in a field, you get 1 food for each vegetable field you have (including the new ones).",,,
D059,土造烤炉,Earth Oven,T1,,,掘り土窯,可获得2点额外分数的烤炉。注意：不能从厨房进行转换。,"At any time: Vegetable → 3 Food; Sheep → 2 Food; Wild boar → 3 Food; Cattle → 3 Food ""Bake Bread"" action: Grain → 2 Food",,,
D060,大陶艺工坊,Large Pottery,T3,,,大製陶所,如果能通过粘土层的洼地或再生砖等大量产出砖块的话，这是非常优秀的效果。,At any time: Clay → 2 Food Scoring: 3/5/6/7 Clay → 1/2/3/4 bonus points,,,
D061,稻草垛,Bale of Straw,T3,,,わらのたわら,如果手牌能大量利用小麦，那就从序中盘开始活用吧。作为终盘的饭补助也还算不错,"At the start of each harvest, if you have at least 3 grain fields (including field cards with planted grain), you get 2 food.",,,
D062,桶装啤酒,Beer Tap,T3,,,ビールタップ,和窑相比效率相当差，但1木2饭勉强能避免赤字。如果能出大量小麦就能成为饭基盘，但如果能拿到窑就用那边来吃饭。姑且像6小麦12饭这样，一次收获也能多次启动。,"When you play this card, you immediately get 2 food. In the feeding phase of each harvest, you can turn 2/3/4 grain into 3/6/9 food.",,,
D063,田埂坎,Lynchet,T3,,,段地,在家旁边建造2块小麦田，每次收获可获得2饭。从序盘开始建小麦田的话效果还算不错。也可以用来在终盘补足略微不足的饭。,"In the field phase of each harvest, you get 1 food for each harvested field tile that is orthogonally adjacent to your house.",,,
D064,烘焙课程,Baking Course,T2,,,焼き菓子教室,还算可以的烤面包辅助。单体也能烤面包，所以在拿到窑之前可以用来过渡，但几乎和生吃没什么区别。,"At the end of each round that does not end with a harvest, you can take a ""Bake Bread"" action. ""Bake Bread"" action: Grain → 2 Food",,,
D065,谷物筛子,Grain Sieve,T3,,,麦ふるい,与使用小麦能发挥优秀效果的卡片搭配使用吧。,"In the field phase of each harvest, if you harvest at least 2 grain, you get 1 additional grain from the general supply.",,,
D067,钩状镰刀,Reap Hook,T2,,,刈り取りフック,第1个先拿伦窑来烤，然后第2个第3个用种パン做到1まき1パン之类的，就会很强力,"Place 1 grain on each of the next 3 of the round spaces 4, 7, 9, 11, 13, and 14. At the start of these rounds, you get the grain.",,,
D068,小篮子,Small Basket,T3,,,小さなカゴ,可以不勉强地获得那些高效获取手段较少的蔬菜。在葦子较重的局面里，葦2很容易被拿走，所以不太好发挥。,"Each time you use the ""Reed Bank"" accumulation space, you can pay 1 reed to get 1 vegetable. If you do in a game with 4+ players, place that 1 reed on the accumulation space.",,,
D070,Straw Manure,Straw Manure,T4,,,わら肥料,因为很少会有想要5个以上蔬菜的场面，所以不能说是很强力的效果。想要和能有效利用增加的蔬菜的卡（例如曼陀林或杜松子酒等）搭配使用。,"Before the field phase of each harvest, you can pay 1 grain from your supply to add 1 vegetable to each of up to 2 vegetable fields.",,,
D071,更换作物,Changeover,T3,,,植え替え,因为会丢弃1个，所以不太适合用来增加种子。相性好的combo也比较少。,"At any time, if a field contains exactly 1 good as a result of a harvest, you can discard that good and immediately take a ""Sow"" action limited to that field.",,,"效果：更换作物
强度：通常来讲收益在一分，很少有其他的效果。毕竟弃掉一个旧物，这个损失挺大的。一般就发作一次，发动四的话，你更换掉三个麦田，就是可以获得01:05分的收益，这就是它的效果。不过一般来讲是在单卡，基本上是当一份白板用。有国外的话，他就是还能额外这个抢一下那个园林、绿化之类的。都是绿化园林，还有菜最多之类的东西，你可以在最后一集做一个突袭。总体强度比浓度偏强，但是在一分白板的这个位置。"
D072,马厩肥料,Stable Manure,T3,,,厩肥,除了序盘以外很难打出，而且启动条件也很麻烦，打出后也无法立刻发挥效果。效果也很不起眼。,"In the field phase of each harvest, you can harvest 1 additional good from a number of fields equal to the number of unfenced stables you have.",,,
D074,皇家木料,Royal Wood,T0,,,王家の木材,可以在木屋增筑或马厩、耕运犁或家具制作所等处发动效果。打出进步时如果用走私品额外支付了木头也会返还，因此相性很好。并不具有减轻成本的效果，所以在木材作为资源不足的情况下无法打出进步。,"At the end of each turn in which you use the ""Farm Expansion"" action space or build an improvement, you get 1 wood back for every 2 wood paid during those actions (rounded down).",,,
D076,社会福利,Social Benefits,T3,,,生活保護,序盘想打出，但芦苇1太沉。在BGA上要记得可以丢弃食料,"Immediately after the feeding phase of each harvest, if you have no food left, you get 1 wood and 1 clay.",,,
D080,砖锤,Brick Hammer,T3,,,レンガハンマー,能发动2次左右就已经足够强了。由于小进或灶台→厨房转换也会触发，因此根据手牌情况会成为有力的选择。,"Each time after you build an improvement costing at least 2 clay, you get 1 stone.",,,
D081,屋顶梯子,Roof Ladder,T2,,,屋根梯子,改建的芦苇将不再需要。,"Each time you renovate, you pay 1 fewer reed and, at the end of the action, you get 1 stone.",,,
D083,猪食,Pigswill,T3,,,残飯,如果可以的话想启动2次。为了在拉栅栏之前获得野猪，如果事先没有准备好能饲养的空间就无法饲养野猪，这点稍微有些缺点。,"Each time you use the ""Fencing"" action space, you also get 1 wild boar.",,,
D085,读书人,Reader,T2,,,読書家,Draft Variant是进行Draft的规则。职业系Combo专用卡。,"As soon as you have 6 occupations in front of you (including this one), this cards provides room for one person. In the draft variant, you need 7 occupations to play this.",,,
D086,小羊代养员,Sheep Agent,T4,,,羊仲介者,宠物经纪人的下位互换。想捡到成吉思汗并用于繁殖,"You can keep 1 sheep on each occupation card in front of you (including this one), unless it is already able to hold animals.",,,
D092,儿童监护员,Child Ombudsman,T1,,,児童相談員,如果增筑3间房，扣除打出这张卡所消耗的1个行动，相当于行动数增加2次，但会少6分。负分相当大，所以要确保能打出至少超过减少的6分的上限分。即使增筑多间房，每个行动都能增员也不坏。有书斋的话就能覆盖负分，非常契合。,"From round 5 on, if you have room in your house, at the end of each person action, you can take a ""Family Growth"" action with that person. If you do, you get 2 negative points.",,,
D093,羊群巡查员,Sheep Inspector,T2,,,羊調査員,,"Once per work phase, after you complete a person action, you can pay 1 sheep and 2 food to return another person you placed home.",,,
D094,怕老婆的丈夫,Henpecked Husband,T2,,,恐妻家,如果增筑3次就能赚2手，但增员很容易拥挤，所以要巧妙触发的话操作很难。即使是日雇农夫也能启动效果。,"Each time you take a ""Build Rooms"" action with the second person you place, return the first person you placed home, unless it is on the ""Meeting Place"" action space.",,,
D095,站点管理员,Site Manager,T2,,,現場監督,可以拿到像调理场、砖窑等作为“饭”基础关键的进步，也可以用2石2饭拿井。配合场上的轻量资源去拿工艺也是一招。泛用性非常高。,"When you play this card, immediately build a major improvement. When paying its cost, you can replace up to 1 building resource of each type with 1 food each.",,,
D099,陶器制作工,Earthenware Potter,T3,,,土器作り,虽然是宝贵的第1阶段的一手，但得分效率很优秀。砖在终盘用处不大，所以取5个左右也不勉强。即使没有足够家族份的砖，也可以转换任意数量的砖。,"If you play this card in round 4 or before, after the final harvest, you get 1 bonus point for each person for which you then pay 1 clay.",,,
D100,庄园领主,Lord of the Manor,T2,C,,君主,田地、栅栏、畜栏、两种种子、三种家畜最多8分。如果能在版面上顺利扩大再生产，自然就能提高分数。没有田地补助的话，种子分也很难拿到，分数就会一下子变得难以提升。,"During scoring, you get 1 bonus point for each scoring category in which you score the maximum 4 points. (The bonus point is also awarded for 4 fenced stables.)",,"Lord of the Manor Keep in mind that Agricola tends to reward people who don't focus on maxing
specific areas, and instead rewards last-minute diversification. As a result
you generally won't have much incentive for maxing areas with the intention of
getting points on this guy, because you could probably be getting just as many
points by filling in negatives. That said, you only really need 3 areas maxed for him to be worth the action.
This is most easily done with Fields, Grain, and Veggies, for obvious reasons.
If you've been able to do this, by all means play him.",
D102,样板马厩建造工,Sample Stable Maker,T2,,,厩の見本作り,实际上是把1木转换成1小麦1饭1进步，所以即便单体效果也不差。可以多次发动给饲柵栏或厩的木、家畜的照料人等效果。有厩扫除人就会变得很夸张。不过要注意，即使在1R中分多次建厩，厩的木也只会发动1次。,"At the start of each returning home phase, you can return a built stable to your supply to get 1 wood, 1 grain, 1 food, and a ""Minor Improvement"" action.",,,
D103,运河船夫,Canal Boatman,T4,,,運河の船頭,不仅难以发动，而且考虑到出牌回合的话，至少得去两次才回本。为什么有必要付饭呢。,"Each time you use ""Fishing"" or ""Reed Bank"", you can pay 1 food to immediately place another person on this card. If you do, you get your choice of 3 stone or 1 grain plus 1 vegetable.",,,
D105,雕刻师,Sculptor,T3,,,彫師,去砖头和石头那里，通过烤面包来吃吧。,"Each time you use a clay accumulation space, you also get 1 food. Each time you use a stone accumulation space, you also get 1 grain.",,,
